county,year,sex,age_code,age_group,population
Meru,2021,female,55,55-59,24730.28125
Migori,2021,female,55,55-59,13251.076171875
Mombasa,2021,female,55,55-59,11605.0673828125
Murang'a,2021,female,55,55-59,22722.693359375
Nairobi,2021,female,55,55-59,39042.890625
Nakuru,2021,female,55,55-59,29350.025390625
Nandi,2021,female,55,55-59,11986.158203125
Narok,2021,female,55,55-59,11854.89453125
Nyamira,2021,female,55,55-59,10061.98046875
Nyandarua,2021,female,55,55-59,11627.3818359375
Nyeri,2021,female,55,55-59,16664.521484375
Samburu,2021,female,55,55-59,2521.675048828125
Siaya,2021,female,55,55-59,16957.32421875
TaitaTaveta,2021,female,55,55-59,6175.193359375
TanaRiver,2021,female,55,55-59,5506.255859375
Tharaka-Nithi,2021,female,55,55-59,6002.939453125
TransNzoia,2021,female,55,55-59,13233.69140625
Turkana,2021,female,55,55-59,7050.880859375
UasinGishu,2021,female,55,55-59,14331.6103515625
Vihiga,2021,female,55,55-59,10634.5654296875
Wajir,2021,female,55,55-59,3457.8486328125
WestPokot,2021,female,55,55-59,5330.75048828125
Baringo,2021,female,60,60-64,5380.1591796875
Bomet,2021,female,60,60-64,7254.94677734375
Bungoma,2021,female,60,60-64,19621.212890625
Busia,2021,female,60,60-64,10007.990234375
Elgeyo-Marakwet,2021,female,60,60-64,3696.042724609375
Embu,2021,female,60,60-64,8083.0380859375
Garissa,2021,female,60,60-64,5403.8642578125
HomaBay,2021,female,60,60-64,12082.0771484375
Isiolo,2021,female,60,60-64,2641.982666015625
Kajiado,2021,female,60,60-64,8159.8662109375
Kakamega,2021,female,60,60-64,18381.1875
Kericho,2021,female,60,60-64,7950.6767578125
Kiambu,2021,female,60,60-64,20677.35546875
Kilifi,2021,female,60,60-64,18478.759765625
Kirinyaga,2021,female,60,60-64,11642.130859375
Kisii,2021,female,60,60-64,15661.3603515625
Kisumu,2021,female,60,60-64,12498.546875
Kitui,2021,female,60,60-64,13048.423828125
Kwale,2021,female,60,60-64,9948.373046875
Laikipia,2021,female,60,60-64,5702.81494140625
Lamu,2021,female,60,60-64,1562.511962890625
Machakos,2021,female,60,60-64,18358.263671875
Makueni,2021,female,60,60-64,13755.484375
Mandera,2021,female,60,60-64,3224.63134765625
Marsabit,2021,female,60,60-64,3468.39404296875
Meru,2021,female,60,60-64,18002.248046875
Migori,2021,female,60,60-64,10106.029296875
Mombasa,2021,female,60,60-64,7586.328125
Murang'a,2021,female,60,60-64,15084.470703125
Nairobi,2021,female,60,60-64,21242.54296875
Nakuru,2021,female,60,60-64,18298.607421875
Nandi,2021,female,60,60-64,8087.63525390625
Narok,2021,female,60,60-64,8429.84765625
Nyamira,2021,female,60,60-64,7435.501953125
Nyandarua,2021,female,60,60-64,6767.78662109375
Nyeri,2021,female,60,60-64,10401.212890625
Samburu,2021,female,60,60-64,2597.855712890625
Siaya,2021,female,60,60-64,14443.568359375
TaitaTaveta,2021,female,60,60-64,4585.08837890625
TanaRiver,2021,female,60,60-64,4988.7578125
Tharaka-Nithi,2021,female,60,60-64,4411.0966796875
TransNzoia,2021,female,60,60-64,9038.68359375
Turkana,2021,female,60,60-64,6305.67236328125
UasinGishu,2021,female,60,60-64,9074.5869140625
Vihiga,2021,female,60,60-64,8918.8212890625
Wajir,2021,female,60,60-64,2810.759521484375
WestPokot,2021,female,60,60-64,4853.17138671875
Baringo,2021,female,65,65-69,3830.47412109375
Bomet,2021,female,65,65-69,4859.35009765625
Bungoma,2021,female,65,65-69,12415.8701171875
Busia,2021,female,65,65-69,6547.31787109375
Elgeyo-Marakwet,2021,female,65,65-69,2597.28369140625
Embu,2021,female,65,65-69,6148.4912109375
Garissa,2021,female,65,65-69,1822.3984375
HomaBay,2021,female,65,65-69,8507.89453125
Isiolo,2021,female,65,65-69,1434.3994140625
Kajiado,2021,female,65,65-69,4566.0107421875
Kakamega,2021,female,65,65-69,12109.935546875
Kericho,2021,female,65,65-69,5040.89013671875
Kiambu,2021,female,65,65-69,13953.75390625
Kilifi,2021,female,65,65-69,10443.220703125
Kirinyaga,2021,female,65,65-69,8799.875
Kisii,2021,female,65,65-69,9665.0078125
Kisumu,2021,female,65,65-69,8414.8232421875
Kitui,2021,female,65,65-69,10417.771484375
Kwale,2021,female,65,65-69,6174.36328125
Laikipia,2021,female,65,65-69,4062.354736328125
Lamu,2021,female,65,65-69,1008.02783203125
Machakos,2021,female,65,65-69,12937.5595703125
Makueni,2021,female,65,65-69,10655.861328125
Mandera,2021,female,65,65-69,1391.60498046875
Marsabit,2021,female,65,65-69,1933.99462890625
Meru,2021,female,65,65-69,12989.8203125
Migori,2021,female,65,65-69,6833.53125
Mombasa,2021,female,65,65-69,4393.49365234375
Murang'a,2021,female,65,65-69,12207.0908203125
Nairobi,2021,female,65,65-69,11628.2890625
Nakuru,2021,female,65,65-69,12261.50390625
Nandi,2021,female,65,65-69,5673.44775390625
Narok,2021,female,65,65-69,4758.03173828125
Nyamira,2021,female,65,65-69,4576.7900390625
Nyandarua,2021,female,65,65-69,4782.15576171875
Nyeri,2021,female,65,65-69,7620.77880859375
Samburu,2021,female,65,65-69,1478.9715576171875
Siaya,2021,female,65,65-69,10778.7666015625
TaitaTaveta,2021,female,65,65-69,3159.724853515625
TanaRiver,2021,female,65,65-69,2738.671142578125
Tharaka-Nithi,2021,female,65,65-69,3348.72021484375
TransNzoia,2021,female,65,65-69,5653.2607421875
Turkana,2021,female,65,65-69,4061.8271484375
UasinGishu,2021,female,65,65-69,5929.623046875
Vihiga,2021,female,65,65-69,6446.193359375
Wajir,2021,female,65,65-69,1253.56689453125
WestPokot,2021,female,65,65-69,3610.741455078125
Baringo,2021,female,70,70-74,2699.73388671875
Bomet,2021,female,70,70-74,3278.393310546875
Bungoma,2021,female,70,70-74,7577.427734375
Busia,2021,female,70,70-74,4329.3037109375
Elgeyo-Marakwet,2021,female,70,70-74,1876.8685302734375
Embu,2021,female,70,70-74,4246.5947265625
Garissa,2021,female,70,70-74,2407.5263671875
HomaBay,2021,female,70,70-74,5800.234375
Isiolo,2021,female,70,70-74,1152.1507568359375
Kajiado,2021,female,70,70-74,3034.2021484375
Kakamega,2021,female,70,70-74,7463.779296875
Kericho,2021,female,70,70-74,3167.951416015625
Kiambu,2021,female,70,70-74,9450.294921875
Kilifi,2021,female,70,70-74,6701.916015625
Kirinyaga,2021,female,70,70-74,6401.37744140625
Kisii,2021,female,70,70-74,5873.3349609375
Kisumu,2021,female,70,70-74,5327.23486328125
Kitui,2021,female,70,70-74,8216.759765625
Kwale,2021,female,70,70-74,4066.161376953125
Laikipia,2021,female,70,70-74,2874.720703125
Lamu,2021,female,70,70-74,646.490234375
Machakos,2021,female,70,70-74,7870.5712890625
Makueni,2021,female,70,70-74,6764.65234375
Mandera,2021,female,70,70-74,1326.5384521484375
Marsabit,2021,female,70,70-74,1787.209716796875
Meru,2021,female,70,70-74,9587.3125
Migori,2021,female,70,70-74,4358.6142578125
Mombasa,2021,female,70,70-74,2492.314208984375
Murang'a,2021,female,70,70-74,9132.32421875
Nairobi,2021,female,70,70-74,6447.53662109375
Nakuru,2021,female,70,70-74,8155.17236328125
Nandi,2021,female,70,70-74,3498.923828125
Narok,2021,female,70,70-74,3483.1767578125
Nyamira,2021,female,70,70-74,3029.284423828125
Nyandarua,2021,female,70,70-74,3688.486328125
Nyeri,2021,female,70,70-74,6204.4619140625
Samburu,2021,female,70,70-74,1218.1204833984375
Siaya,2021,female,70,70-74,7340.7578125
TaitaTaveta,2021,female,70,70-74,2084.012451171875
TanaRiver,2021,female,70,70-74,2045.205322265625
Tharaka-Nithi,2021,female,70,70-74,2478.23291015625
TransNzoia,2021,female,70,70-74,3534.554931640625
Turkana,2021,female,70,70-74,3086.40380859375
UasinGishu,2021,female,70,70-74,3553.504638671875
Vihiga,2021,female,70,70-74,4174.39453125
Wajir,2021,female,70,70-74,1101.5899658203125
WestPokot,2021,female,70,70-74,2419.927490234375
Baringo,2021,female,75,75-79,1691.993896484375
Bomet,2021,female,75,75-79,2456.42626953125
Bungoma,2021,female,75,75-79,5747.48583984375
Busia,2021,female,75,75-79,3075.18798828125
Elgeyo-Marakwet,2021,female,75,75-79,1344.692626953125
Embu,2021,female,75,75-79,2797.40966796875
Garissa,2021,female,75,75-79,958.7540283203125
HomaBay,2021,female,75,75-79,3785.601806640625
Isiolo,2021,female,75,75-79,611.1189575195312
Kajiado,2021,female,75,75-79,1886.57275390625
Kakamega,2021,female,75,75-79,5886.6171875
Kericho,2021,female,75,75-79,2151.77294921875
Kiambu,2021,female,75,75-79,7273.6884765625
Kilifi,2021,female,75,75-79,4468.1025390625
Kirinyaga,2021,female,75,75-79,4041.092529296875
Kisii,2021,female,75,75-79,3629.704833984375
Kisumu,2021,female,75,75-79,3619.5546875
Kitui,2021,female,75,75-79,5026.6669921875
Kwale,2021,female,75,75-79,2187.070068359375
Laikipia,2021,female,75,75-79,2105.60498046875
Lamu,2021,female,75,75-79,354.149658203125
Machakos,2021,female,75,75-79,5731.5263671875
Makueni,2021,female,75,75-79,4741.5654296875
Mandera,2021,female,75,75-79,528.583251953125
Marsabit,2021,female,75,75-79,795.526611328125
Meru,2021,female,75,75-79,5640.23828125
Migori,2021,female,75,75-79,3054.902587890625
Mombasa,2021,female,75,75-79,1410.962646484375
Murang'a,2021,female,75,75-79,7462.5078125
Nairobi,2021,female,75,75-79,3837.3935546875
Nakuru,2021,female,75,75-79,6144.7802734375
Nandi,2021,female,75,75-79,2758.09326171875
Narok,2021,female,75,75-79,2167.14990234375
Nyamira,2021,female,75,75-79,1832.7139892578125
Nyandarua,2021,female,75,75-79,3307.98193359375
Nyeri,2021,female,75,75-79,5059.3818359375
Samburu,2021,female,75,75-79,696.529052734375
Siaya,2021,female,75,75-79,5240.57080078125
TaitaTaveta,2021,female,75,75-79,1404.414306640625
TanaRiver,2021,female,75,75-79,1005.2547607421875
Tharaka-Nithi,2021,female,75,75-79,1579.247314453125
TransNzoia,2021,female,75,75-79,2576.490478515625
Turkana,2021,female,75,75-79,1759.5087890625
UasinGishu,2021,female,75,75-79,2894.03466796875
Vihiga,2021,female,75,75-79,3339.11669921875
Wajir,2021,female,75,75-79,474.46209716796875
WestPokot,2021,female,75,75-79,1376.9150390625
Baringo,2021,female,80,80-84,1136.2994384765625
Bomet,2021,female,80,80-84,1847.677734375
Bungoma,2021,female,80,80-84,3697.49609375
Busia,2021,female,80,80-84,1986.3238525390625
Elgeyo-Marakwet,2021,female,80,80-84,884.7019653320312
Embu,2021,female,80,80-84,2270.64892578125
Garissa,2021,female,80,80-84,644.790771484375
HomaBay,2021,female,80,80-84,2360.001220703125
Isiolo,2021,female,80,80-84,420.96905517578125
Kajiado,2021,female,80,80-84,1218.6011962890625
Kakamega,2021,female,80,80-84,3551.61279296875
Kericho,2021,female,80,80-84,1588.19677734375
Kiambu,2021,female,80,80-84,5056.07470703125
Kilifi,2021,female,80,80-84,2673.76513671875
Kirinyaga,2021,female,80,80-84,3241.3388671875
Kisii,2021,female,80,80-84,2536.051513671875
Kisumu,2021,female,80,80-84,2234.40576171875
Kitui,2021,female,80,80-84,3614.612548828125
Kwale,2021,female,80,80-84,1335.93359375
Laikipia,2021,female,80,80-84,1272.8839111328125
Lamu,2021,female,80,80-84,203.5277862548828
Machakos,2021,female,80,80-84,4509.1669921875
Makueni,2021,female,80,80-84,3739.72607421875
Mandera,2021,female,80,80-84,313.07489013671875
Marsabit,2021,female,80,80-84,488.4495849609375
Meru,2021,female,80,80-84,4185.33935546875
Migori,2021,female,80,80-84,1937.224609375
Mombasa,2021,female,80,80-84,796.2247314453125
Murang'a,2021,female,80,80-84,5425.72314453125
Nairobi,2021,female,80,80-84,2252.096435546875
Nakuru,2021,female,80,80-84,4000.0400390625
Nandi,2021,female,80,80-84,1902.2410888671875
Narok,2021,female,80,80-84,1415.328369140625
Nyamira,2021,female,80,80-84,1237.0556640625
Nyandarua,2021,female,80,80-84,1965.626708984375
Nyeri,2021,female,80,80-84,3389.362548828125
Samburu,2021,female,80,80-84,422.8728332519531
Siaya,2021,female,80,80-84,3380.9130859375
TaitaTaveta,2021,female,80,80-84,978.624267578125
TanaRiver,2021,female,80,80-84,597.3602905273438
Tharaka-Nithi,2021,female,80,80-84,1163.3983154296875
TransNzoia,2021,female,80,80-84,1657.461181640625
Turkana,2021,female,80,80-84,894.248779296875
UasinGishu,2021,female,80,80-84,1946.15869140625
Vihiga,2021,female,80,80-84,2260.326416015625
Wajir,2021,female,80,80-84,271.0868835449219
WestPokot,2021,female,80,80-84,793.4441528320312
Baringo,2021,female,85,85-89,706.3701171875
Bomet,2021,female,85,85-89,1043.85205078125
Bungoma,2021,female,85,85-89,1694.864990234375
Busia,2021,female,85,85-89,1003.456787109375
Elgeyo-Marakwet,2021,female,85,85-89,462.703125
Embu,2021,female,85,85-89,1557.7679443359375
Garissa,2021,female,85,85-89,1075.00146484375
HomaBay,2021,female,85,85-89,1219.1751708984375
Isiolo,2021,female,85,85-89,345.9792785644531
Kajiado,2021,female,85,85-89,723.701416015625
Kakamega,2021,female,85,85-89,1461.85400390625
Kericho,2021,female,85,85-89,969.2872924804688
Kiambu,2021,female,85,85-89,2544.9775390625
Kilifi,2021,female,85,85-89,1342.8492431640625
Kirinyaga,2021,female,85,85-89,2299.36865234375
Kisii,2021,female,85,85-89,1528.9637451171875
Kisumu,2021,female,85,85-89,1074.1826171875
Kitui,2021,female,85,85-89,2526.6650390625
Kwale,2021,female,85,85-89,814.4605712890625
Laikipia,2021,female,85,85-89,579.9724731445312
Lamu,2021,female,85,85-89,114.8421859741211
Machakos,2021,female,85,85-89,2666.38671875
Makueni,2021,female,85,85-89,2286.874755859375
Mandera,2021,female,85,85-89,348.0508117675781
Marsabit,2021,female,85,85-89,466.1047668457031
Meru,2021,female,85,85-89,2868.530517578125
Migori,2021,female,85,85-89,965.2483520507812
Mombasa,2021,female,85,85-89,401.33319091796875
Murang'a,2021,female,85,85-89,2662.086181640625
Nairobi,2021,female,85,85-89,1113.0201416015625
Nakuru,2021,female,85,85-89,1879.885498046875
Nandi,2021,female,85,85-89,904.0596923828125
Narok,2021,female,85,85-89,867.0845947265625
Nyamira,2021,female,85,85-89,747.51953125
Nyandarua,2021,female,85,85-89,764.1871948242188
Nyeri,2021,female,85,85-89,1654.28564453125
Samburu,2021,female,85,85-89,284.4400329589844
Siaya,2021,female,85,85-89,1637.697509765625
TaitaTaveta,2021,female,85,85-89,570.5023193359375
TanaRiver,2021,female,85,85-89,491.87884521484375
Tharaka-Nithi,2021,female,85,85-89,759.2224731445312
TransNzoia,2021,female,85,85-89,787.6473388671875
Turkana,2021,female,85,85-89,448.49847412109375
UasinGishu,2021,female,85,85-89,872.4041748046875
Vihiga,2021,female,85,85-89,1054.5916748046875
Wajir,2021,female,85,85-89,259.6163330078125
WestPokot,2021,female,85,85-89,437.73858642578125
Baringo,2021,female,90,90+,543.7574462890625
Bomet,2021,female,90,90+,603.4888305664062
Bungoma,2021,female,90,90+,944.8424682617188
Busia,2021,female,90,90+,604.8192749023438
Elgeyo-Marakwet,2021,female,90,90+,292.82110595703125
Embu,2021,female,90,90+,1010.9859008789062
Garissa,2021,female,90,90+,1261.6953125
HomaBay,2021,female,90,90+,751.5401000976562
Isiolo,2021,female,90,90+,305.6700439453125
Kajiado,2021,female,90,90+,511.79638671875
Kakamega,2021,female,90,90+,748.1448974609375
Kericho,2021,female,90,90+,657.2786865234375
Kiambu,2021,female,90,90+,1441.321044921875
Kilifi,2021,female,90,90+,769.759765625
Kirinyaga,2021,female,90,90+,1493.551513671875
Kisii,2021,female,90,90+,1023.3721313476562
Kisumu,2021,female,90,90+,618.5517578125
Kitui,2021,female,90,90+,1949.4437255859375
Kwale,2021,female,90,90+,549.8167724609375
Laikipia,2021,female,90,90+,344.9720153808594
Lamu,2021,female,90,90+,96.04934692382812
Machakos,2021,female,90,90+,1606.252197265625
Makueni,2021,female,90,90+,1364.0721435546875
Mandera,2021,female,90,90+,450.7967529296875
Marsabit,2021,female,90,90+,516.6691284179688
Meru,2021,female,90,90+,1822.373779296875
Migori,2021,female,90,90+,609.5625
Mombasa,2021,female,90,90+,279.0455017089844
Murang'a,2021,female,90,90+,1277.7340087890625
Nairobi,2021,female,90,90+,707.2053833007812
Nakuru,2021,female,90,90+,1039.83740234375
Nandi,2021,female,90,90+,503.1387939453125
Narok,2021,female,90,90+,595.3927001953125
Nyamira,2021,female,90,90+,494.88720703125
Nyandarua,2021,female,90,90+,390.6522521972656
Nyeri,2021,female,90,90+,909.4301147460938
Samburu,2021,female,90,90+,222.43386840820312
Siaya,2021,female,90,90+,871.732666015625
TaitaTaveta,2021,female,90,90+,393.1494140625
TanaRiver,2021,female,90,90+,472.1097412109375
Tharaka-Nithi,2021,female,90,90+,511.3772888183594
TransNzoia,2021,female,90,90+,442.04766845703125
Turkana,2021,female,90,90+,318.4704895019531
UasinGishu,2021,female,90,90+,467.060791015625
Vihiga,2021,female,90,90+,554.869140625
Wajir,2021,female,90,90+,340.37786865234375
WestPokot,2021,female,90,90+,324.72271728515625
Baringo,2021,male,00,0-1,10535.8876953125
Bomet,2021,male,00,0-1,12653.966796875
Bungoma,2021,male,00,0-1,28218.451171875
Busia,2021,male,00,0-1,12597.4072265625
Elgeyo-Marakwet,2021,male,00,0-1,6129.595703125
Embu,2021,male,00,0-1,7123.5595703125
Garissa,2021,male,00,0-1,16937.654296875
HomaBay,2021,male,00,0-1,16798.376953125
Isiolo,2021,male,00,0-1,6274.30810546875
Kajiado,2021,male,00,0-1,21424.7421875
Kakamega,2021,male,00,0-1,20497.861328125
Kericho,2021,male,00,0-1,12255.4189453125
Kiambu,2021,male,00,0-1,35446.60546875
Kilifi,2021,male,00,0-1,23668.576171875
Kirinyaga,2021,male,00,0-1,8881.466796875
Kisii,2021,male,00,0-1,15255.0927734375
Kisumu,2021,male,00,0-1,16216.81640625
Kitui,2021,male,00,0-1,13747.296875
Kwale,2021,male,00,0-1,15691.740234375
Laikipia,2021,male,00,0-1,7768.14453125
Lamu,2021,male,00,0-1,2382.040283203125
Machakos,2021,male,00,0-1,18190.140625
Makueni,2021,male,00,0-1,10586.44921875
Mandera,2021,male,00,0-1,16968.439453125
Marsabit,2021,male,00,0-1,8786.771484375
Meru,2021,male,00,0-1,18585.30859375
Migori,2021,male,00,0-1,18847.56640625
Mombasa,2021,male,00,0-1,17599.54296875
Murang'a,2021,male,00,0-1,11860.751953125
Nairobi,2021,male,00,0-1,67353.515625
Nakuru,2021,male,00,0-1,33047.9140625
Nandi,2021,male,00,0-1,11874.2880859375
Narok,2021,male,00,0-1,23378.583984375
Nyamira,2021,male,00,0-1,6640.52490234375
Nyandarua,2021,male,00,0-1,7435.98828125
Nyeri,2021,male,00,0-1,7777.34375
Samburu,2021,male,00,0-1,6193.68701171875
Siaya,2021,male,00,0-1,13888.51171875
TaitaTaveta,2021,male,00,0-1,4435.4990234375
TanaRiver,2021,male,00,0-1,11948.353515625
Tharaka-Nithi,2021,male,00,0-1,3661.861083984375
TransNzoia,2021,male,00,0-1,14663.318359375
Turkana,2021,male,00,0-1,14969.44921875
UasinGishu,2021,male,00,0-1,16649.86328125
Vihiga,2021,male,00,0-1,6605.7451171875
Wajir,2021,male,00,0-1,13862.251953125
WestPokot,2021,male,00,0-1,13642.61328125
Baringo,2021,male,01,1-4,41278.984375
Bomet,2021,male,01,1-4,49577.4921875
Bungoma,2021,male,01,1-4,110552.3671875
Busia,2021,male,01,1-4,49342.39453125
Elgeyo-Marakwet,2021,male,01,1-4,24015.392578125
Embu,2021,male,01,1-4,27909.685546875
Garissa,2021,male,01,1-4,66359.578125
HomaBay,2021,male,01,1-4,65815.046875
Isiolo,2021,male,01,1-4,24582.365234375
Kajiado,2021,male,01,1-4,83922.25
Kakamega,2021,male,01,1-4,80309.40625
Kericho,2021,male,01,1-4,48016.0078125
Kiambu,2021,male,01,1-4,138877.703125
Kilifi,2021,male,01,1-4,92732.0859375
Kirinyaga,2021,male,01,1-4,34797.05859375
Kisii,2021,male,01,1-4,59768.5546875
Kisumu,2021,male,01,1-4,63536.51953125
Kitui,2021,male,01,1-4,53861.1015625
Kwale,2021,male,01,1-4,61478.30078125
Laikipia,2021,male,01,1-4,30435.12890625
Lamu,2021,male,01,1-4,9332.6953125
Machakos,2021,male,01,1-4,71267.8984375
Makueni,2021,male,01,1-4,41477.078125
Mandera,2021,male,01,1-4,66455.71875
Marsabit,2021,male,01,1-4,34425.9296875
Meru,2021,male,01,1-4,72816.1328125
Migori,2021,male,01,1-4,73825.5703125
Mombasa,2021,male,01,1-4,68953.9609375
Murang'a,2021,male,01,1-4,46469.7265625
Nairobi,2021,male,01,1-4,263887.09375
Nakuru,2021,male,01,1-4,129479.765625
Nandi,2021,male,01,1-4,46522.7578125
Narok,2021,male,01,1-4,91594.953125
Nyamira,2021,male,01,1-4,26017.18359375
Nyandarua,2021,male,01,1-4,29133.759765625
Nyeri,2021,male,01,1-4,30471.173828125
Samburu,2021,male,01,1-4,24266.49609375
Siaya,2021,male,01,1-4,54414.3671875
TaitaTaveta,2021,male,01,1-4,17376.24609375
TanaRiver,2021,male,01,1-4,46812.9375
Tharaka-Nithi,2021,male,01,1-4,14346.9541015625
TransNzoia,2021,male,01,1-4,57449.0625
Turkana,2021,male,01,1-4,58648.9453125
UasinGishu,2021,male,01,1-4,65233.1796875
Vihiga,2021,male,01,1-4,25880.91796875
Wajir,2021,male,01,1-4,54311.47265625
WestPokot,2021,male,01,1-4,53445.9375
Baringo,2021,male,05,5-9,52144.921875
Bomet,2021,male,05,5-9,66007.2265625
